state,city,signal_type,signal_text,label
Goa,Ponda,Logistics,A major e-commerce logistics hub is being developed near Ponda. following regulatory approval.,1
Goa,Candolim,Industrial,Several manufacturing units are expected to operate from a new industrial zone near Candolim.,1
Goa,Anjuna,Healthcare,A hospital developer has received approval for a new multi-building medical campus in Anjuna. following the acquisition of land.,1
Goa,Morjim,Institutional,A large institutional complex with accommodation facilities is planned near Morjim. following a new project announcement.,1
Karnataka,Belagavi,Finance,An insurance company has opened a new office in Belagavi.,0
Karnataka,Hubballi,Institutional,A training and residential facility is proposed near Hubballi. as part of regional infrastructure development.,1
Maharashtra,Kolhapur,Transport,An airline has announced additional flights from Kolhapur. following a corporate announcement.,0
Goa,Anjuna,Commercial,A new business park with multiple commercial buildings is being developed in Anjuna. following regulatory approval.,1
Karnataka,Bengaluru,Hospitality,A beach resort project with 500 guest rooms is proposed in Bengaluru. after receiving preliminary clearance.,1
Maharashtra,Nashik,Retail,A fashion retailer has opened a new store in Nashik. according to the company.,0
Maharashtra,Lonavala,Tourism,A tourism company is planning a new destination project near Lonavala. following a new project announcement.,1
Goa,Morjim,Commercial,A mixed-use property development with offices and retail facilities is planned in Morjim.,1
Goa,Calangute,Hospitality,A new business hotel is planned near the commercial district of Calangute.,1
Goa,Candolim,Small Business,A restaurant has launched a new location in Candolim. as part of its market expansion.,0
Goa,Vasco da Gama,Industrial,An industrial estate with multiple manufacturing units has been approved near Vasco da Gama.,1
Maharashtra,Pune,Finance,A lending platform has launched services in Pune.,0
Karnataka,Belagavi,Corporate,A recruitment company has expanded its operations in Belagavi.,0
Karnataka,Udupi,Tourism,A new eco-tourism development is being evaluated near Udupi. as part of regional infrastructure development.,1
Goa,Vasco da Gama,Commercial,"A mixed-use development containing offices, retail space and public facilities is proposed near Vasco da Gama.",1
Maharashtra,Nagpur,Tourism,A major tourism investment has been announced near Nagpur.,1
Karnataka,Manipal,Logistics,A logistics park with multiple warehouses is planned near Manipal.,1
Maharashtra,Navi Mumbai,Entertainment,An entertainment company has launched a new venue in Navi Mumbai. following a recent launch.,0
Goa,Panaji,Entertainment,An entertainment company has launched a new venue in Panaji. as part of its market expansion.,0
Goa,Anjuna,Senior Living,A developer has announced a large assisted-living project near Anjuna. following an investment proposal.,1
Karnataka,Hubballi,Corporate,A consulting company has expanded its office space in Hubballi. as part of its operational expansion.,0
Maharashtra,Pune,Commercial,A mixed-use property development with offices and retail facilities is planned in Pune. after planning authority approval.,1
Goa,Vasco da Gama,Education,A university expansion will include new student residences and academic buildings in Vasco da Gama. following regulatory approval.,1
Karnataka,Mangaluru,Transport,A bus operator has introduced a new route connecting Mangaluru. as part of its operational expansion.,0
Maharashtra,Nagpur,Finance,An insurance company has opened a new office in Nagpur. as part of its business expansion.,0
Karnataka,Coorg,Employment,A company has announced hiring for its Coorg operations. according to the company.,0
Goa,Margao,Senior Living,A new senior living community with residential facilities is planned near Margao. after receiving preliminary clearance.,1
Maharashtra,Nagpur,Tourism,A tourism company is planning a new destination project near Nagpur. after receiving development permission.,1
Maharashtra,Nashik,Entertainment,A theatre company has announced a performance in Nashik. as part of its operational expansion.,0
Goa,Vasco da Gama,Residential,Planning authorities have approved a 750-unit housing project near Vasco da Gama. as part of a major private investment.,1
Karnataka,Tumakuru,Education,A new higher-education campus is being developed on the outskirts of Tumakuru.,1
Goa,Anjuna,Finance,A financial services company has expanded its operations in Anjuna. as part of its operational expansion.,0
Goa,Baga,Transport,An airline has announced additional flights from Baga. according to the company.,0
Karnataka,Coorg,Employment,A technology firm plans to recruit additional employees in Coorg. as part of its regional growth strategy.,0
Goa,Calangute,Transport,A bus operator has introduced a new route connecting Calangute.,0
Goa,Margao,Institutional,A large training centre with residential accommodation is planned in Margao. following an investment proposal.,1
Goa,Morjim,Hospitality,A new business hotel is planned near the commercial district of Morjim. as part of a major private investment.,1
Karnataka,Bengaluru,Technology,A technology startup has launched a new software product from Bengaluru.,0
Goa,Morjim,Institutional,A training and residential facility is proposed near Morjim. after receiving development permission.,1
Maharashtra,Mumbai,Tourism,Authorities have approved a tourism development project near Mumbai.,1
Maharashtra,Alibaug,Transport,A transportation company has increased its fleet operations in Alibaug.,0
Maharashtra,Nagpur,Transport,A courier company has launched a new service in Nagpur.,0
Goa,Morjim,Institutional,A large institutional complex with accommodation facilities is planned near Morjim.,1
Maharashtra,Nagpur,Small Business,A convenience store has opened a new location in Nagpur. as part of its market expansion.,0
Karnataka,Manipal,Corporate,A corporate services company has increased its workforce in Manipal. as part of its business expansion.,0
Maharashtra,Mumbai,Education,A private university has announced a residential campus project in Mumbai. following a new project announcement.,1
Karnataka,Mysuru,Healthcare,A hospital expansion project will add new patient accommodation and treatment facilities in Mysuru. following a new project announcement.,1
Goa,Anjuna,Residential,A RERA-registered residential development comprising 250 apartments has been announced in Anjuna. following the acquisition of land.,1
Maharashtra,Navi Mumbai,Entertainment,An entertainment brand has expanded its operations in Navi Mumbai.,0
Goa,Ponda,Industrial,An industrial developer has acquired land for a multi-unit industrial park near Ponda. following the acquisition of land.,1
Goa,Panaji,Employment,A technology firm plans to recruit additional employees in Panaji.,0
Maharashtra,Navi Mumbai,Small Business,A small clothing shop has opened in Navi Mumbai. as part of its operational expansion.,0
Goa,Anjuna,Retail,A grocery chain has expanded operations in Anjuna. as part of its market expansion.,0
Goa,Mapusa,Corporate,A corporate services company has increased its workforce in Mapusa. according to local reports.,0
Goa,Ponda,Senior Living,A retirement housing development has received approval in Ponda.,1
Maharashtra,Thane,Commercial,A large business district expansion has been announced near Thane. after planning authority approval.,1
Goa,Ponda,Institutional,A training and residential facility is proposed near Ponda. following an investment proposal.,1
Maharashtra,Alibaug,Retail,A consumer electronics company has opened a showroom in Alibaug. according to the company.,0
